mandt,ebeln,ebelp,loekz,statu,aedat,txz01,matnr,ematn,bukrs,werks,lgort,bednr,matkl,infnr,idnlf,ktmng,menge,meins,bprme,bpumz,bpumn,umrez,umren,netpr,peinh,netwr,brtwr,agdat,webaz,mwskz,bonus,insmk,spinf,prsdr,schpr,mahnz,mahn1,mahn2,mahn3,uebto,uebtk,untto,bwtar,bwtty,abskz,agmem,elikz,erekz,pstyp,knttp,kzvbr,vrtkz,twrkz,wepos,weunb,repos,webre,kzabs,labnr,konnr,ktpnr,abdat,abftz,etfz1,etfz2,kzstu,notkz,lmein,evers,zwert,navnw,abmng,prdat,bstyp,effwr,xoblr,kunnr,adrnr,ekkol,sktof,stafo,plifz,ntgew,gewei,txjcd,etdrk,sobkz,arsnr,arsps,insnc,ssqss,zgtyp,ean11,bstae,revlv,geber,fistl,fipos,ko_gsber,ko_pargb,ko_prctr,ko_pprctr,meprf,brgew,volum,voleh,inco1,inco2,vorab,kolif,ltsnr,packno,fplnr,gnetwr,stapo,uebpo,lewed,emlif,lblkz,satnr,attyp,vsart,handoverloc,kanba,adrn2,cuobj,xersy,eildt,drdat,druhr,drunr,aktnr,abeln,abelp,anzpu,punei,saiso,saisj,ebon2,ebon3,ebonf,mlmaa,mhdrz,anfnr,anfps,kzkfg,usequ,umsok,banfn,bnfpo,mtart,uptyp,upvor,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,sikgr,mfzhi,ffzhi,retpo,aurel,bsgru,lfret,mfrgr,nrfhg,j_1bnbm,j_1bmatuse,j_1bmatorg,j_1bownpro,j_1bindust,abueb,nlabd,nfabd,kzbws,bonba,fabkz,j_1aindxp,j_1aidatep,mprof,eglkz,kztlf,kzfme,rdprf,techs,chg_srv,chg_fplnr,mfrpn,mfrnr,emnfr,novet,afnam,tzonrc,iprkz,lebre,berid,xconditions,apoms,ccomp,grant_nbr,fkber,status,reslo,kblnr,kblpos,weora,srv_bas_com,prio_urg,prio_req,empst,diff_invoice,trmrisk_relevant,creationdate,creationtime,spe_abgru,spe_crm_so,spe_crm_so_item,spe_crm_ref_so,spe_crm_ref_item,spe_crm_fkrel,spe_chng_sys,spe_insmk_src,spe_cq_ctrltype,spe_cq_nocq,reason_code,cqu_sar,anzsn,spe_ewm_dtc,exlin,exsnr,ehtyp,retpc,dptyp,dppct,dpamt,dpdat,fls_rsto,ext_rfx_number,ext_rfx_item,ext_rfx_system,srm_contract_id,srm_contract_itm,blk_reason_id,blk_reason_txt,itcons,fixmg,wabwe,cmpl_dlv_itm,inco2_l,inco3_l,externalreferenceid,tc_aut_det,manual_tc_reason,fiscal_incentive,tax_subject_st,fiscal_incentive_id,sf_txjcd,bev1_negen_item,bev1_nedepfree,bev1_nestruccat,advcode,budget_pd,excpe,fmfgus_key,iuid_relevant,mrpind,sgt_scat,sgt_rcat,wrf_charstc1,wrf_charstc2,wrf_charstc3,refsite,serru,sernp,disub_sobkz,disub_pspnr,disub_kunnr,disub_vbeln,disub_posnr,disub_owner,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_atp_date,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_ss,fsh_grid_cond_rec,fsh_psm_pfm_split,cnfm_qty,fsh_pqr_uepos,ref_item,source_id,source_key,put_back,pol_id,cons_order,operation_flag,is_deleted,recordstamp
50,4500000016,10,,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-02,F,1500.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,11:14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 11:14:26.838639+00:00
50,4500000017,10,,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-02,F,1500.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,11:44:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 11:44:20.157654+00:00
50,4500000015,10,L,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,3000.0,3000.0,,,I1,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,3000.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,07:11:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-02 16:47:59.249187+00:00
50,4500000016,10,L,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-02,F,1500.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,11:14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-02 15:36:23.539480+00:00
50,4500000020,10,,,2022-03-18,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000021.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,,,,B,X,,,1.0,,,,,,,,,,,,0,K,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000022.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,12:12:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 12:12:49.342064+00:00
50,4500000020,10,,,2022-03-18,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000021.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,,,,B,X,,,1.0,,,,,,,,,,,,0,K,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000022.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,12:12:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-18 12:13:47.200846+00:00
50,4500000000,10,,V,2022-01-17,Synthetic Dish washing gel 5 L,C0000003,C0000003,C001,1000,,,01,5300000000.0,,,1.0,EA,EA,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-01-17,F,5.0,,1000025.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000000.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-17,17:28:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000001,10,,V,2022-01-18,Synthetic Dish washing gel 5 L,C0000003,C0000003,C001,1000,,,01,5300000000.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,50.0,50.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-17,F,50.0,,1000025.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000001.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-17,17:44:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000002,10,,V,2022-01-23,Synthetic Dish washing gel 5 L,C0000003,C0000003,C001,1000,,,01,5300000000.0,,,3.0,EA,EA,1.0,1.0,1.0,1.0,5.0,1.0,15.0,15.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-23,F,15.0,,1000025.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000002.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-23,14:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000003,10,,V,2022-01-23,Plain non flavored Yogurt,C0000033,C0000033,C001,1000,,,01,5300000001.0,,,3.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,150.0,150.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-23,F,150.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000003.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-23,15:39:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000004,10,,V,2022-01-23,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,3.0,EA,EA,1.0,1.0,1.0,1.0,400.0,1.0,1200.0,1200.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-23,F,1200.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000004.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-23,16:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000005,10,,V,2022-01-24,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,1.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,100.0,100.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-24,F,100.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000005.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-24,16:26:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:02.329876+00:00
50,4500000018,10,,V,2022-02-24,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-23,F,500.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000020.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-24,02:50:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-24 02:50:20.074846+00:00
50,4500000018,10,,V,2022-02-24,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-23,F,500.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000020.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-24,02:50:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-02-24 03:06:23.232167+00:00
50,4500000021,10,,V,2022-03-18,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C001,1000,,,01,5300000022.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,45.0,1.0,225.0,225.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,X,,,,,,,,,,EA,,,,,2022-03-18,F,225.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000024.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,13:25:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 13:25:06.321506+00:00
50,4500000022,10,,V,2022-03-18,Plant Based Clothes liquid  Detergent 5L,C0000002,C0000002,C001,1000,,,01,5300000020.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,250.0,250.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,250.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000025.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,13:36:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 13:36:54.952845+00:00
50,4500000019,10,,V,2022-03-15,Plant Based Clothes liquid  Detergent 5L,C0000002,C0000002,C001,1000,,,01,5300000020.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,250.0,250.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-14,F,250.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000021.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-15,06:00:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:12:55.607884+00:00
50,4500000023,10,,,2022-03-18,Plant Based Dish washing gel 5L,C0000004,C0000004,C001,1000,,,01,5300000023.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,,23160.0,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP04,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000028.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,14:11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 14:11:47.247220+00:00
50,4500000024,10,,V,2022-03-18,Plant Based Dish washing gel 5L,C0000004,C0000004,C001,1000,,,01,5300000023.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,1000054.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP04,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000029.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,14:29:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 14:29:13.857015+00:00
50,4500000025,10,,V,2022-03-18,Flat LED TV,C0000059,C0000059,C001,1000,,,01,5300000024.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHE01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000031.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,15:13:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 15:13:27.269029+00:00
50,4500000026,10,,V,2022-03-18,Curved LED TV,C0000060,C0000060,C001,1000,,,01,5300000025.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHE02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000033.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,17:00:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-18 17:00:43.582007+00:00
50,4500000027,10,,V,2022-03-19,Windows Tower Desktop,C0000068,C0000068,C001,1000,,,01,5300000026.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000034.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-19,03:05:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-19 03:05:13.091750+00:00
50,4500000028,10,,V,2022-03-19,Windows Slimline Desktop,C0000069,C0000069,C001,1000,,,01,5300000027.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000035.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-19,03:27:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-19 03:27:56.010106+00:00
50,4500000029,10,,V,2022-03-19,Windows Nettop Desktop,C0000070,C0000070,C001,1000,,,01,5300000028.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,1500.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000036.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-19,03:35:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-19 03:35:17.423631+00:00
250,4500004203,10,,,2022-03-08,Sunscreen,000000002099771486,000000002099771486,EU01,2000,2001.0,,MISC,5300000121.0,,,1.0,L,L,1.0,1.0,1.0,1.0,600.0,1.0,600.0,600.0,,,V0,,,B,X,,,,,,,,,,,,,,,0,,,,,X,,X,X,,,,,,,,,,,L,V2,,,,2022-03-07,F,588.0,,,,,,SAP,9.0,1.0,KG,,,,,,,,,,4.0,,,,,,,,,,,,,CFR,Cost and Freight,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,CET,,,,,,,,,,,,,,,,,,,,2022-03-08,07:50:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-08 07:50:44.315147+00:00
