mandt,bukrs,belnr,gjahr,blart,bldat,budat,monat,cpudt,cputm,aedat,upddt,wwert,usnam,tcode,bvorg,xblnr,dbblg,stblg,stjah,bktxt,waers,kursf,kzwrs,kzkrs,bstat,xnetb,frath,xrueb,glvor,grpid,dokid,arcid,iblar,awtyp,awkey,fikrs,hwaer,hwae2,hwae3,kurs2,kurs3,basw2,basw3,umrd2,umrd3,xstov,stodt,xmwst,curt2,curt3,kuty2,kuty3,xsnet,ausbk,xusvr,duefl,awsys,txkrs,ctxkrs,lotkz,xwvof,stgrd,ppnam,ppdat,pptme,pptcod,brnch,numpg,adisc,xref1_hd,xref2_hd,xreversal,reindat,rldnr,ldgrp,propmano,xblnr_alt,vatdate,doccat,xsplit,cash_alloc,follow_on,xreorg,subset,kurst,kursx,kur2x,kur3x,xmca,resubmission,sapf15_status,psoty,psoak,psoks,psosg,psofn,intform,intdate,psobt,psozl,psodt,psotm,fm_umart,ccins,ccnum,ssblk,batch,sname,sampled,exclude_flag,blind,offset_status,offset_refer_dat,penrc,knumv,pybastyp,pybasno,pybasdat,pyiban,inwardno_hd,inwarddt_hd,operation_flag,is_deleted,recordstamp
50,C001,100000000,2022,SA,2022-01-03,2022-01-03,1,2022-01-03,18:31:08,,,2022-01-03,APARAMESWARA,FB01,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,0100000000C0012022,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,100000000,2022,SA,2022-01-21,2022-01-22,1,2022-01-22,16:15:28,,,2022-01-22,APARAMESWARA,FB01,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,0100000000C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,100000001,2022,SA,2022-01-21,2022-01-22,1,2022-01-22,16:37:46,,,2022-01-22,APARAMESWARA,FB01,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,0100000001C0032022,,CAD,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C003,100000002,2022,SA,2022-01-21,2022-01-22,1,2022-01-22,16:46:10,,,2022-01-22,APARAMESWARA,FB01,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,0100000002C0032022,,CAD,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C004,100000000,2022,SA,2022-01-23,2022-01-25,1,2022-01-25,18:58:23,,,2022-01-25,APARAMESWARA,FB01,,,,,,,EUR,,,,,,,,RFBU,,,,,BKPF,0100000000C0042022,,EUR,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C005,100000000,2022,SA,2022-01-27,2022-01-29,1,2022-01-29,11:56:06,,,2022-01-29,APARAMESWARA,FB01,,,,,,,JPY,,,,,,,,RFBU,,,,,BKPF,0100000000C0052022,,JPY,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C005,100000001,2022,SA,2022-01-27,2022-01-29,1,2022-01-29,18:20:09,,,2022-01-29,APARAMESWARA,FB01,,,,,,,JPY,,,,,,,,RFBU,,,,,BKPF,0100000001C0052022,,JPY,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:41:45.693184+00:00
50,C004,100000001,2022,SA,2022-02-01,2022-02-01,2,2022-02-01,11:56:20,,,2022-02-01,APARAMESWARA,FB01,,,,,,,EUR,,,,,,,,RFBU,,,,,BKPF,0100000001C0042022,,EUR,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:56:22.116628+00:00
50,C004,1400000000,2022,DZ,2022-02-01,2022-02-01,2,2022-02-01,15:42:51,,,2022-02-01,APARAMESWARA,FBZ1,,,,,,,EUR,,,,,,,,RFBU,,,,,BKPF,1400000000C0042022,,EUR,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 15:42:54.727528+00:00
50,C005,1400000000,2022,DZ,2022-02-02,2022-02-02,2,2022-02-02,11:07:54,,,2022-02-02,APARAMESWARA,FBZ1,,,,,,,JPY,,,,,,,,RFBU,,,,,BKPF,1400000000C0052022,,JPY,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 11:07:55.835515+00:00
50,C005,1400000001,2022,DZ,2022-02-02,2022-02-02,2,2022-02-02,11:13:14,,,2022-02-02,APARAMESWARA,FBZ1,,,,,,,JPY,,,,,,,,RFBU,,,,,BKPF,1400000001C0052022,,JPY,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-02 11:13:15.555344+00:00
50,C002,1800000000,2022,DR,2022-02-04,2022-02-04,2,2022-02-04,09:49:38,,,2022-02-04,APARAMESWARA,FB70,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1800000000C0022022,,USD,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 09:49:39.693238+00:00
50,C001,100000004,2022,SA,2022-02-07,2022-02-07,2,2022-02-07,14:37:36,,,2022-02-07,APARAMESWARA,FB01,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,0100000004C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 14:37:37.325112+00:00
50,C001,100000006,2022,SA,2022-02-07,2022-02-07,2,2022-02-07,14:53:38,,,2022-02-07,APARAMESWARA,FB01,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,0100000006C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 14:53:38.926806+00:00
50,C001,1400000022,2022,DZ,2022-02-07,2022-02-07,2,2022-02-07,16:46:20,,,2022-02-07,APARAMESWARA,FBZ1,,90000202,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000022C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 16:46:21.142203+00:00
50,C001,1400000023,2022,DZ,2022-02-12,2022-02-12,2,2022-02-12,15:37:41,,,2022-02-12,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000023C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-12 15:37:42.376089+00:00
50,C001,1400000024,2022,DZ,2022-02-12,2022-02-12,2,2022-02-12,15:40:46,,,2022-02-12,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000024C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-12 15:40:46.687983+00:00
50,C002,1400000002,2022,DZ,2022-02-12,2022-02-12,2,2022-02-12,15:46:28,,,2022-02-12,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000002C0022022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-12 15:46:28.667862+00:00
50,C001,100000007,2022,SA,2022-02-14,2022-02-14,2,2022-02-14,08:08:24,,,2022-02-14,APARAMESWARA,FB01,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,0100000007C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 08:08:25.464012+00:00
50,C001,100000008,2022,AB,2022-02-14,2022-02-14,2,2022-02-14,08:31:50,,,2022-02-14,APARAMESWARA,FB1D,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,0100000008C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 08:31:51.278743+00:00
50,C004,1400000001,2022,DZ,2022-02-16,2022-02-16,2,2022-02-16,15:43:41,,,2022-02-16,APARAMESWARA,FBZ1,,,,,,,EUR,,,,,,,,RFBU,,,,,BKPF,1400000001C0042022,,EUR,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 15:43:41.912851+00:00
50,C005,1400000002,2022,DZ,2022-02-16,2022-02-16,2,2022-02-16,14:59:13,,,2022-02-16,APARAMESWARA,FBZ1,,,,,,,JPY,,,,,,,,RFBU,,,,,BKPF,1400000002C0052022,,JPY,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 14:59:14.983979+00:00
50,C003,1400000005,2022,DZ,2022-02-16,2022-02-16,2,2022-02-16,16:05:28,,,2022-02-16,APARAMESWARA,FBZ1,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1400000005C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 16:05:29.484394+00:00
50,C003,1500000000,2022,KZ,2022-02-16,2022-02-16,2,2022-02-16,16:03:50,,,2022-02-16,APARAMESWARA,FBZ2,,,,,,,CAD,,,,,,,,RFBU,,,,,BKPF,1500000000C0032022,,CAD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 16:03:51.551960+00:00
50,C005,1500000000,2022,KZ,2022-02-16,2022-02-16,2,2022-02-16,15:16:34,,,2022-02-16,APARAMESWARA,FBZ2,,,,,,,JPY,,,,,,,,RFBU,,,,,BKPF,1500000000C0052022,,JPY,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 15:16:36.224768+00:00
50,C004,1500000000,2022,KZ,2022-02-16,2022-02-16,2,2022-02-16,15:49:02,,,2022-02-16,APARAMESWARA,FBZ2,,,,,,,EUR,,,,,,,,RFBU,,,,,BKPF,1500000000C0042022,,EUR,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-16 15:49:03.860398+00:00
50,C001,1500000003,2022,KZ,2022-02-17,2022-02-17,2,2022-02-17,13:18:24,,,2022-02-17,APARAMESWARA,FBZ2,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1500000003C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-17 13:18:25.117302+00:00
50,C001,1400000025,2022,DZ,2022-02-17,2022-02-17,2,2022-02-17,13:21:15,,,2022-02-17,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000025C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-17 13:21:16.710030+00:00
50,C001,1400000026,2022,DZ,2022-02-17,2022-02-17,2,2022-02-17,13:22:26,,,2022-02-17,APARAMESWARA,FBZ1,,,,,,,USD,,,,,,,,RFBU,,,,,BKPF,1400000026C0012022,,USD,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-17 13:22:26.678119+00:00
